116	hello . how is it going today ?	good , studying the lsat today . how about you ?	i am good . i have a big home library if you are interested .	really ? i am wanting to be an attorney . where are you from	new mexico . i am a tour guide at a local museum there .	i used to live in nm ! i lived in a small town outside abq .	cool . i love living here . i am partially deaf and people are understanding .	they are . we had horses , do you ride ?	no . i prefer to hang out in the mall . i love drinking fancy tea .	tea i am more of a coffee gal , have to study late .	that makes sense . soon you will be a lawyer , right ?	i hope , have to get good scores first . how is your museum ?	it is a small one but we get quite a lot of visitors because entrance is free .	neat . i grew up with horses , is there anything about horses there ?
117	hi . do you like country music ?	it is ok . i prefer rock	i am a country singer . i wish i was a rock singer though .	that is cool . are you famous ?	yes , but due to my record contract , i cannot tell you my name . are you famous ?	only at my high school . i just won homecoming queen actually	congratulations . i did not go to school because of my musical career . is your crown nice ?	it is gorgeous ! what do you do for fun ?	go to national parks . think about what i missed out on in high school . you ?	i run all the time . i want to run a 10k one day .	i believe in you . are you on the track team ?	yes i am . but i want to be a physical therapist when i am an adult	i want to be a rock singer .	you should go for it !
118	hello ! how are you doing today ?	i am great . third grade is tiring though even though i do not have any responsibilities .	funny . well , beats being alone , recluse that i am .	i am hermit . i am like mickey mouse without disney land .	oh . like me . i do not go out much because of my water allergy	so i guess your name is not neptune .	no . adam . i am famous for my twitch streaming .	i do not video games because i am always at the playground with all my classmates	it is fun ! i helped make starcraft . have you played it ?	no . i have played halo it is fun .	indeed . now i am into building robots now though .	robots may take over the world	sure . i am building one to be my body double . is that not fun ?	i wish there was two of me so i could be double trouble .
119	how are you doing today	i am good ! grading papers all day , you ?	i am alright just recording	what are you recording ? that sounds interesting .	music in my studio my kids like it	do you like the band up ? i saw them once .	i used to . i am into newer stuff now	i cannot wait to go to the beach on vaca this year .	have you been there before	i try to go every year with my parents . they were teachers too .	all in the family career wise nice	yeah , i followed in their footsteps .	you must have a lot to talk to them about	sometimes . the little kids i teach always make or a good story .	i am sure that they do	what else do you enjoy ?
120	good evening from alabama ! where are you at ?	hi , i am in nevada . i am listening to country music .	tacos are my favorite , do you have any great food trucks there ?	yes we do , i am a store manager and we sell really good tacos .	my three sisters would love that . my brother , not so much .	taylor swift walked into my store the other day ! it was awesome !	i am not fond of her . i think i would have escaped .	really ? i cut my hair like hers short and brown .	i prefer metal . i do not like country at all .	i like metal too but the old school , like lyda ford .	i love her and ozzy in close your eyes . it is one of my favorites .	oh man you hit the spot ! i play it loud in my nissan pathfinder .	i drive a jeep wrangler . i mix it up with tupac .	california knows how to party !	true that ! somewhere between psalms 31 and tupac is me , lol	i am more like john 316 and cypress hill .
121	hello , how are you doing this afternoon ? do you like metal music ?	i am good and no i like country	i love america , i have only been here two years , i am from india .	cool ! i have not traveled much since my transplant	i am sorry , are you okay ?	i am yes , when i was born my heart was on the outside	what was that like ? i am a boring computer student .	it was crazy growing up i could not play like most boys	that is so sad . i loved my childhood playing with my friends .	i bet , i learned to do magic like moving things with my mind	that is very interesting , can you swim ?	yes i enjoy swimming a lot	i am a coach , if you need to brush up on your skills , let me know .	thank you for the offer , i could use some pointers	you are most welcome . we all must do our part to make the world better .	i agree with you ! i like helping at animal shelters
122	i love to play guitar , i was only three when i started	my parents were killed by a clown when i was three . i was then adopted	hi , how are you ? do you like country music ? i am a singer .	it is alright . i am more of a pop fan myself	sad , i am sorry , did they every caught the clown ?	no . now i get scared whenever i see one	lets be happy and not think about that , i love national parks	i recently got a job ! now i work at a gas station	do you like rascal flats ? they are my favorite band .	not really . but my adopted dad likes them	now that is something happy to talk about ! i work in the industry	what industry do you work in ?	okay , so tell me more about yourself	i am single . though my dad keeps setting me up on blind dates	in the factory , that is what i mean	cool . what do you make ?
123	i am addicted to the internet that is why i want to work from home	i love the internet it makes me think i can over take the world	it is a dream to work from home and play role play games	yes i use to paint for job . but now i am a maid or housekeeper	i know how you feel , i do not like being a veterinarian	at 56 i am looking forward to retirement	do you see blood as a maid ? it makes me faint .	i see just about everything no blood though .	you are too young to retire , what you going to do ?	i may visit my grown children since they never visit me .	that is so good to know , it really scares me	as a older woman i wish i could have plastic surgery .	it is good that you visit them , you do your part	i use to be wrinkle free but the years of time are not kind	why is that ? natural is beauty .	yes but it is hard to look at sagging skin and eyes
124	do you want to hear something strange ?	sure ! i would love to ! what is it ?	i am due to have my fifth set of twins in two months !	wow . my boyfriend would go crazy . we just moved into a house .	we just bought our first home . we were living in a two bedroom apartment before .	nice . i enjoy taking walks around my neighbor hood .	i wish i had time for walks . my job at the bank keeps me busy .	yeah . i get busy too . all i ever eat is hamburgers and french fries	oh my ! that is a poor diet .	yah bi i never drink any soda . i do not like it	well that is good . i have not had soda since before i got pregnant .	oh ok . good for you then !	we should go on a walk together sometime .	sure ! i would love that !
125	what do you like to do in your free time ?	hi ! well , i usually like to take care of my looks hair , nail , tanning .	what do you do as a profession ?	i do not have one yet , i am thinking about college . what about you ?	ah , i see . well , i have two jobs , but my side job is the interesting one .	tell me about the interesting one . what is it like ?	i am an actor of sorts . . . a stunt double ! it is really interesting work .	wow , i have never met an actor ! you must be very fit .	surprisingly enough , too , i have never broken a bone . tell me something else about yourself .	well , i seem to always be on a diet . . . even though i love food . . .	could you tell me more about that ?	i want to look my best . exercising alone does not seem to cut it .	i guess that does make sense . do you like to read ?	not really . school was so boring , and they forced us to read boring stuff .	reading was boring to me in school , too . but i read lots now .	what do you read ? my sister says fantasy novels are the best .
126	good evening . what are you up to ?	hello , how are you ? i am well . i like to shop for shoes and watches .	i do not shop much . prefer to relax at home with my cow .	what do you do ? i am work for a watch dealer .	no wonder you like watches ! i am a commercial electrician	wonderful ! yeah , however , my family does not support my choice of career .	why not ? family is important .	i am not sure why they do not . do you like cars ?	i do ! i love trucks especially . i drive a big f 250	lovely truck ! i dream of owning a rolls royce ghost one day .	that would be lovely . do you like music too ? or just cars ?	i enjoy both . i like all kinds of music .	i only like country . play it all day on the farm .	there are some great country music songs out at the moment . i prefer old stuff .	i feel you . do you have any other hobbies ?	i mostly just take care of my children . nice meeting you . goodnight .
127	hey there buddy boy boyo	hello , you have any hobbies ?	i can listen to britney spears all day	awesome i like listening to it while i play tennis .	i love to spend money that i did not earn	oh , i see that a lot in my insurance office .	what do you do for a living ?	since i was fired i found a job in insurance .	what is the pay like ?	it is ok , but my dad made a ton before he passed away .	i am sorry . at least he is in a better place now .	it is ok , i was pretty young when it happened .	do you like to tan ?	i normally get tanned from playing softball which i love .	i am too lazy to play sports	oh , deal i love playing sports .
128	hi there , i am bob .	hi there . how are you tonight ?	i am amazing as always .	you like skiing ? i love skiing . i love anything to with winter actually .	i spend so much money	i spend my extra money on hats . what do you buy ?	britney spears and her old clothing	i own over 1000 hats . how much britney do you own ?	i buy her sweaty clothes	do you protect them ? my cats would have a ball tearing that up .	ha , well , that would be fun to watch	so what is your greatest weakness ? mine is vanilla ice cream .	i think it is chocolate waffles	chocolate waffles with vanilla ice cream ! yum ! !	i am on a diet	i got over diets after the olympics .
129	hey , my name is cory and i have 3 dogs and own a dog walking business .	hello , my name if bebe a mom of 4	hello , bebe do you like to watch the olympics ?	yes every now and then .	which olympic sports do you like to watch ?	i love watching baseball or american football	cool , tell me a little about yourself ?	i am a african american woman the age of 30	awesome , i am a white dude in an open relationship .	so when you say open meaning exactly what ?	polyamorous meaning me and my boyfriend do stuff with more than one person .	oh okay so are you bisexual or completely gay ?	i am completely gay and my boyfriend is bisexual .	oh okay well that is good you open about it some people are not	yeah , i am very open minded its whatever makes the person happy .	that is apart of being true to yourself
130	hello from trooper and i . we are in colorado , he is a lab .	hello ! i am addicted to the internet and play roleplaying games all day	i hike and rock climb . getting out of the house is important to me .	really ? because working from home is my dream	i have a home office . i went to school for mechanical engineering .	i did go to school to be a vet but i did not like it	i would like that . i love animals .	yeah , my hair is purple because i dye it every 3 months	mine is red , i do not dye mine .	interesting ! speaking of red , when i see blood i faint	not me . i am cool in a crisis .	lucky man , i hope to be someday	i am a girl . we are engineers too , lol	of course ! girls are just as smart !	that we are . we are princesses and superheros .	absolutely ! could not agree more !
131	hi ! do you like horses ? i love horses !	horses are great i am george i farm bees	so you must live in the country then ? i grew up in a small town .	i did bu i am not close to my family	oh . i actually am wanting to be a lawyer . working now to save up money for school	my wife is a model . i met her in italy . she wants to be a lawyer too .	has she started school yet ? i am not married yet . focusing on trying to get my education .	no not yet she studies for the lsat . what is your favorite food ? mine is papaya	i have never had papaya ! i love potatoes . mashed , fried , boiled , just love them	single irish lawyer . nice . anything else on your mind ?	just cannot wait to get out of this small town and move to a bigger city .	good luck with moving and your studies	good luck with the bees , and good luck to your wife on the lawyer deal	thanks just livin the dream of a humble bee keeping celebrity husband	lol . how is it being the husband of a model ? ?	my wife is an italian super model
132	i spend my extra time dancing	i am not good at dancing too big and clumsy . i can pet the bunnies though .	i was raised in somalia but now living in u . s .	i have a job in the shipyard when i am not volunteering to pet the bunnies .	do you have an aunt	nope . did yours save you when you were forced to marry someone ?	no no huh my aunt help get me to the u . s .	i donate my money from the shipyard to the bunny rescue . they let me pet the bunnies .	all my time is on dancing i love it	i like navy blue . it is my favorite color even though bunnies are not ever blue .	do ou own a bunny	lenny will not let me have a bunny .	it was nice meeting you and the bunnies	one day i will haves me a farm and get to tend the bunnies .	that would be great to have a bunny	yes . i will love and pet and hug them .
133	hi how are you today ?	olympian gold medalist here what is up !	i like to play with dolls . what do you do ?	gymnastics for about 4 hours a day great work out .	my age is 4 . how old are you ?	great whats your favorite color ? mine is yellow	i really like the color red .	like pizza ! i like italian food oh garlic bread .	i hate to clean so i do not pick up my toys . do you ?	i do not have toys but i do workout .	nice . next door is where my best friend lives . how about yours ?	i do not have friends my only love is for the garlic bread .	lol . who needs friends when you have garlic bread ?	and gym membership cant forget the gym membership .
134	hello . how are you today friend ?	hello , i am george , i am doing well . how are you ?	i am well also . do you like music ?	i do ! what kind do you like ?	my parents do not support me but i want to be a musician .	oh that is too bad . i am not close to any of my family either .	i want to make it big . i sing folk music and play piano and guitar	i like isolation , which is why i became a bee farmer .	that is interesting . i have a custodian job . it pays the bills i guess	my wife is the bill payer . as an italian super model she makes the big money .	wow that is awesome ! do you like music ?	i love music ! what is your favorite food ? mine is papaya .	crabs or lobster . it is to close to call !	oh both good choices !	i love seafood . do you like it ?	i do like it a lot , especially shrimp !
135	hi how are you doing	hey ! good , how are you	i am good just dropped my kids off at school	aww nice , i work in few hours . i work in construction . . love building houses	that is cool where do you live	i live in australia , yourself ?	cali but i do not like being outside	oh that is bad . . why ? do you have any pet ?	no thy are a lot of work	i have five cats . . they are so special !	that is nice do you have a favorite	nah . . love them all ! my father loved pets . . i learnt all bout cats from him	that is cool are they inside or outside cats	they are inside , they are part of he family
136	hello how is it going ?	hi . i am doing well , plotting to take over the world .	haha i have read a book about that once	my kids do not visit , so i have a lot of time on my hands , after work .	oh my kid days are over finally	mine are too . i am 56 .	do you get to travel a lot ? i am 60	no , i used too when i was younger and a painter .	very sad kids do not visit as they should	no , they never do . i guess they are embarrassed about me not being pretty .	who is your favorite artist ? i am sure u look well	diego , he used to paint me . before freda came along .	haha you like cubism i take it ?	i spent a lot of time on the island , before the embargo
137	good morning how old are you i am 34	i am much older than that . my grandchildren are in their thirties	do you have any pets ? my two dogs are my everything .	no pets . i am retired so i love to travel . pets would slow me down	i understand that . my idea of travel is a long hot bubble bath .	i used to take a lot of bubble baths when i was recovering from cancer	did your cancer get cured ?	i did ! feels great to be alive	that is wonderful ! do you play chess ?	i do not . do you ?	i do , it is one of my hobbies . what do you do for fun ?	i spoil my grandkids . they want me to get a smartphone , do you think i should ?	i think it depends on the kid . however all or none . are you married ?	i am . are you married ?	no i am single . some day the right person will come along .	do you date much ? you have to put yourself out there
138	hello , how are you this evening ?	hello how are you today ?	i am doing well , thank you . playing online chess , how are you ?	i am chillin , do you have any pets ?	i have two dogs , they are watching my bath run .	i like chocolate , do they ?	oh no , chocolate is bad for dogs .	why i am only 4 here	it makes them very sick .	change of subject , what is your favorite color ?	i love purple , what is yours ?	i love red , reminds me of summer time .	summer is my favorite season .	i have a best friend	i do too , i have known mine for over thirty years .	i really like waffles too
139	hello . how are you doing today ?	i am well , how are you ?	i am wonderful . i just won a gold medal in the olympics .	wow , that is impressive . what sport ?	the sport is gymnastics . it is so my favorite .	that is so cool . i like working with electronics myself .	i wore a yellow leotard with sparkles and i have everything yellow .	i take it yellow is your favorite color ?	yes it sure is . i had italian food and garlic bread for a year .	like , you mean that is all you ate for an entire year ?	yes . it sure is . i love it . i cannot get enough .	i had spaghetti with vegetarian italian sausage and garlic bread last night . it was so good .	cool . i did hardcore exercise four hours everyday .	that is a lot of exercising . i hate exercising . i just work on my robot most days .	are we finished ? i think we are .	i sure hope so . i want this to be over .
140	hi ! i hope your day is going well . how are you ?	i am just watching a documentary on the vietnam war . you ?	just listening to some music and playing video games .	awesome . i am cooking some burgers on the grill . cheeseburgers are my fave	i love a good burger , but i try hard to stay thin and in shape .	i am all about fitness . i used to be a gym teacher	did you have a special uniform ? i love my skinny jeans and leggings .	just loose fitting clothing . that is about it	i like band shirts , especially with ruffled sleeves .	i was too poor to afford anything really growing up	is life better for you now ?	yes . i serve food to the poor because of what i went through	truly that is a great way to give back . i admire you .	thank you so much . it is always great to volunteer for a cause .
141	hi ! i am from india . where are you from ?	i m from portland or . i just got back from a long walk	haha i just got back from coaching swimming at the pool . walking where ?	i like to walk in parks for good health . no soft drinks for me either !	i love soft drinks when i study computer programming . i wish i could cut it off .	i love sodas with my burgers and fries but i m trying to watch sugar intake	why in particular sugar ? swimming is a good way to burn off calories .	sodas in us made with high fructose corn syrup . bad for you !	very bad but once in a while it is okay !	nah . i want to stay cute and lean for my boyfriend who s a model	i wish i had a boyfriend . all i have is my death metal music .	i won t allow death metal music to be played in my house !	why not ? as long as it is not too loud !	my boyfriend and i share a house and he has a very sensitive psychic cat	a psychic cat ? i would love to know more about that .	he can tell when bad things are going to happen by howling loudly
142	hello , how are you doing today ?	i am good . you ? my family goes to disney world yearly . you sing ?	i do . have you ever seen the movie frozen ?	yes ! frozen songs are my fave . i am in third grade . what grade you in ?	i am kind of a psychic . do you love mickey mouse ?	get out ! i love mickey . my friend and i sing frozen songs during playground time .	i know . like i said . psychic . . .	great ! okay tell me what i am thinking now ? go !	you are singing a song from frozen in your head .	wow ! not ! okay psychic , give me six lottery numbers .	that is too much power . i cannot do that .	oh ! could you try ? heres six for you . 12 , 49 , 34 , 62 , 7 and 19 .	12 5 76 34 8 45	great ! i will in fourth grade soon . you dance ?
143	hi ! i am travis and my sons are really active kids	oh ? maybe i can tutor the , i have a gold medal from the olympics !	joey , sam , nate , carl play little league baseball that i coach .	aw , i am more into gymnastics . i train four hours daily .	i own a mini van that i drive around .	me too ! mine is yellow , my favorite color .	that is cool . mine is off blue . and i drink a lot of coffee	i cup back my coffee intake to stay fit .	i also drink wine in the evenings	are you a red or a white drinker ?	red wines is what i enjoy	i do as well , full bodied reds are great .	i mean if you say so .	it is an acquired taste .	it is but i do enjoy it	well , i should be off . i need to train more .
144	hello , how are you this morning ?	not good . things in my life are not going well .	i am so sorry to hear that . have you tried listening to taylor swift ?	music is not going to bring my wife and kids back !	it will help with your depression , country music does this for me .	since they left all i do is work and play games on facebook .	do you work ? i am a manager at a convenience store .	i do have a boring job . do you go to church ? i am a non believer .	no , i am pagan . nature is my church .	maybe my wife will come back if i lose weight . any suggestions ?	cardio and weight lifting . as for your wife , counseling may help .	i used to ride bikes with my kids alot . do you have kids ?	no , i do not . only dogs .	i have heard pets can help with depression . what breeds do you own ?	springer spaniel and a labrador retriever .	do they make you happy ?
145	how are you doing this evening ?	i am doing well . i am so close to achieving my dream .	what is your dream ? mine is to meet mickey mouse .	i grew up in a small town and want to live in the city .	i am in the 3rd grade . do you go to school ?	i did when i was little . i finished school and am a lawyer .	do you like the movie frozen ?	i have never seen it before . what is it about ?	2 girls . there is a lot of singing and i know all the words .	oh very nice . are there horses ? i like horses .	there is reindeer that acts like a horse .	interesting . my family had a horse farm when i was little .	ohh i bet that was fun !	it was , my grandparents did it too .
146	good morning . my name is sophie . i just turned four . what is your name ?	my name is john . i am in my early thirties	hi john . i like chocolate . do you ?	no . i do not have money to spend on chocolate . my wife takes it all	she should share ! i like to share my blocks and sing songs about letters .	she does not share . we are a getting a divorce . what is your favorite song	the abc song is my favorite . people have a hard time understanding , but i love to talk .	my job is selling cars . do you like cars ?	i do . but i want to be a dog when i grow up .	i do not like my job . i should try to be a dog too	you should ! ruff , ruff ! bye now !	bye have a good day at school	you try to have a good day at work .	i will try to sell lots of cars today	i will try to learn the alphabet !	always start with a and end with z
147	hi there how are you ?	good i am studying to be a lawyer right now	wow that is awesome i am trying to relax having triplets in 90 days	wow ! are they girls or boys ?	all boys so please pray for me lol	i will ! are you from a big or small town ? small town for me	small as well everyone knows everyone here	generations of my family had horse farms . i was raised on one	i rode one when i was 5 but i do not remember i only have a pic	i ride them all the time	your but does not get sore ?	it does but you get used to it lol	lol i do not know i am barely getting used to this country	what country are you from ?	spain but i had already been here just not to live my school hired me ft	that is cool what do you do ?
148	hello , how are you tonight ?	ok . since alabama , my home team , won saturday night .	i am an ohio state fan . do you skate ?	no . too busy with all of my 19 dogs and 3 sisters .	oh wow . that is a lot of dogs .	yes love them almost as my tacos . no i love my dogs more .	my fiance makes a killer fish taco with cilantro lime slaw .	wow . my sisters and i love chicken tacos .	those are good too , i live in cali . along the ocean .	i live in middle of alabama . do not get to ocean much .	i could not stand to live inland , the ocean runs through my veins .	yes . i want to go more but no one to stay with 19 dogs .	maybe someone will come and dog sit for you .	maybe each sister could take six dogs each and foxy go with me .	there you go . where there is a will , there is a way .	that is right . and take my tacos .
149	hello , i finally got a chance to use the internet ! tell me about yourself .	hey , good for you ! me ? well , i love my cats . all five of them , lol .	i want to see my cat ! at least my moms is visiting soon . have you been arrested ?	arrested ? ! ? you think so . . . lol . no , they have not caught me yet .	i am in here for shoplifting , with a month to go . what have you got away with ?	my dad taught me a lot . even how to stay out of jail , fortunately ! lol . .	i wish i knew my dad . do you have any tips for staying out of trouble ?	sure . do not do drugs . do not be stupid . get married and obey your wife . simple .	sounds kind of boring ! what do you do for fun ?	lol . i play with my cats . what could be funner ? ! ?	i was caught stealing a new toy for my cat , so that does not help . p	haha . you do not need to steal a toy . cats can play with string , right ?	mine is spoiled , only wants the best ! do you have kids ?	no kids . i work construction and cant afford them . plus no girls love me .	no i feel like i am older then you ! want any tips on getting girls ?	yes please ! working construction , i whistle at lots of girls , but no luck .
150	hello there how are you today	i am good . i am just taking a break from unpacking	oh okay that is good . so tell me about yourself	i am a bartender . i use the money to pay for my school	cool . i am currently not working but i help out at food bank sometimes	that is very kind of you to do so	yeah i try . do you have any pets ?	no unfortunately not , but this is a new apartment . i might get a cat	oh okay i actually have a cat and a dog	how sweet ! what are their names ?	leo and jazzy . they are fun to have	very cute names . what do you look like ?	i am 5 foot 7 , average weight with curly hair . you ?	i have ice blue eyes and platinum blonde hair
151	hi there , how is it going ?	it is going very well	i am going to a gig tonight . do you like music ?	my baby does . she kicks every time .	bless her ! no kids here . more of a dog man .	there is nothing wrong with that	do you have any pets ? my pit bull charlie needs a friend .	no . i am working on the kids	working on them ? that sounds painful !	it will be when i go in labor	how long have you got ?	a couple of weeks hopefully	close , then ! i bet you are excited . nervous ?	i am trying to read the pain away	that reminds me of a song by peaches . . . do you know it ?	no i do not . is that an old band .
